drugs,target_pdb_id,targets,drug_smiles
r2_gen_86380,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3N(C(F)F)[SH](C)(C)=O)n2)cc1
r2_gen_148897,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3N(C(F)F)[SH](C)(=O)F)n2)cc1
r2_gen_77153,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3NC)n2)cc1
r2_gen_292807,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)O)n2)cc1
r2_gen_126388,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)Sc3ccc(C)c(C)c3)n2)cc1
r2_gen_79269,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)S(C)=O)n2)cc1
r2_gen_3040,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_40925,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3N(C)S(F)(F)F)n2)cc1
r2_gen_137997,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)[SH](C)(=O)S)n2)cc1
r2_gen_295201,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)[SH](F)F)n2)cc1
r2_gen_159941,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3N(C)S(=O)(=O)C(C)(F)F)n2)cc1
r2_gen_42456,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)S(=O)(=O)F)n2)cc1
r2_gen_114056,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3N(C)S(=O)(=O)F)n2)cc1
r2_gen_100807,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(C)S(=O)(=O)S)n2)cc1
r2_gen_247385,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3N(C)S(=O)(=O)S)n2)cc1
r2_gen_144013,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(O)S(C)(=O)=O)n2)cc1
r2_gen_296212,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3NOS(C)(=O)=O)n2)cc1
r2_gen_79086,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3N(SC)S(C)(=O)=O)n2)cc1
r2_gen_202703,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3OC)n2)cc1
r2_gen_75703,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3O)n2)cc1
r2_gen_219019,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3P(C)(C)=O)n2)cc1
r2_gen_77510,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3P(N)(=O)S)n2)cc1
r2_gen_58947,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3SC)n2)cc1
r2_gen_275837,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3S(=O)(=O)C(C)(C)C)n2)cc1
r2_gen_189272,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3S(=O)(=O)N(C)S(C)(=O)=O)n2)cc1
r2_gen_221034,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)cc3S(=O)(=O)N(C)S(C)(=O)=O)n2)cc1
r2_gen_118185,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(C)c3SS(C)(=O)=O)n2)cc1
r2_gen_13138,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)c(C)c3CO)n2)cc1
r2_gen_218020,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C(C)(C)C)cc3C)n2)cc1
r2_gen_65900,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C(C)(F)F)cc3C)n2)cc1
r2_gen_58037,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(Cl)c3N(C)[SH](C)(C)=O)n2)cc1
r2_gen_270063,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)c(N(C(C)F)S(C)(=O)=O)c3)n2)cc1
r2_gen_163985,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)c(N(C)S(C)(=O)=O)c3C)n2)cc1
r2_gen_151190,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)c(N(C)S(=O)(=O)C(F)F)c3)n2)cc1
r2_gen_294366,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C(C)=O)cc3C)n2)cc1
r2_gen_235501,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C(C)=O)cc3F)n2)cc1
r2_gen_22839,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(CO)n3)n2)cc1
r2_gen_93937,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(F)c3C)n2)cc1
r2_gen_232901,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(F)c3NC)n2)cc1
r2_gen_74270,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C)nc3O)n2)cc1
r2_gen_148084,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(NC)c3C)n2)cc1
r2_gen_197012,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(N(C(C)(C)F)S(C)(=O)=O)c3)n2)cc1
r2_gen_280028,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(N(C)S(C)(=O)=O)c3Br)n2)cc1
r2_gen_27899,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(N(C)S(C)(=O)=O)c3C)n2)cc1
r2_gen_218408,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(N(C)S(C)(=O)=O)c3OC)n2)cc1
r2_gen_239298,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(N(C)S(=O)(=O)O)c3C)n2)cc1
r2_gen_132568,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(=O)cc3C)n2)cc1
r2_gen_81001,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(=O)o3)n2)cc1
r2_gen_71731,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(C[S+])cc3C)n2)cc1
r2_gen_78791,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(S(C)=O)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_109919,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cc(S(C)(=O)=O)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_163303,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(F)cc3Nc3cc(C)cc(C)c3C)n2)cc1
r2_gen_76452,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(F)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_117030,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(F)cc3NS(C)(=O)=O)n2)cc1
r2_gen_301741,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)cnc3N(C)C(C)(C)C)n2)cc1
r2_gen_142307,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(NC)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_13466,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(O)cc3C)n2)cc1
r2_gen_283929,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(O)cc3Nc3ccc(C)c(C)c3)n2)cc1
r2_gen_256947,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(O)cc3N(C)S)n2)cc1
r2_gen_288482,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(OC)cc3C)n2)cc1
r2_gen_228408,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(=O)ccc3NC)n2)cc1
r2_gen_269960,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(OC)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_283230,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(O)c(S(C)(=O)=O)c3)n2)cc1
r2_gen_253542,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)csc3=O)n2)cc1
r2_gen_248667,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(SC)cc3C)n2)cc1
r2_gen_46093,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(SC)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_9574,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(S(C)(=O)=O)cc3N(C)C(F)F)n2)cc1
r2_gen_44357,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(S(C)(=O)=O)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_181258,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)c(S(N)(=O)=O)cc3C)n2)cc1
r2_gen_53234,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc4ccccc34)n2)cc1
r2_gen_277105,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc4c(C)cccc34)n2)cc1
r2_gen_243681,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3C(C)(F)c3ccccc3C)n2)cc1
r2_gen_293704,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3C(C)O)n2)cc1
r2_gen_360,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3C)n2)cc1
r2_gen_187031,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3C(=O)O)n2)cc1
r2_gen_77770,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3OC)n2)cc1
r2_gen_20375,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3O)n2)cc1
r2_gen_100347,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ncc3SC)n2)cc1
r2_gen_268853,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(C)c3-c3cccc(C)c3)n2)cc1
r2_gen_283989,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(C)c3CN)n2)cc1
r2_gen_141406,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(C)c3O)n2)cc1
r2_gen_244334,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(C)c3[S+](C)C)n2)cc1
r2_gen_21438,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(C)c3SC)n2)cc1
r2_gen_126243,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(C)c3[SH](C)(C)=O)n2)cc1
r2_gen_37364,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(N(C)S(C)(=O)=O)c3C)n2)cc1
r2_gen_297841,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(N(C)S(C)(=O)=O)c3S(C)(=O)=O)n2)cc1
r2_gen_108763,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nc(N(C)[SH](C)(=O)F)n3)n2)cc1
r2_gen_97251,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)nnc3C(C)(C)C)n2)cc1
r2_gen_33079,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(CS(C)(=O)=O)S(C)(=O)=O)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_296107,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C(S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_5285,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(F)(F)F)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_223144,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(F)(F)F)cc(C)c3C[C@@]3(C)CCC(C)=CS3(=O)=O)n2)cc1
r2_gen_35101,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(F)(F)F)cnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_16200,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(F)(F)F)ncc3C)n2)cc1
r2_gen_287805,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C[SH](C)(C)(C)C)[SH](C)(=O)F)ccc3C)n2)cc1
r2_gen_31057,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3-c3cccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_104972,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3C(C)S)n2)cc1
r2_gen_221822,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3N(C(C)(F)F)S(C)(=O)=O)n2)cc1
r2_gen_43520,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_80648,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3N(C)S(C)(C)C)n2)cc1
r2_gen_3991,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_201776,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3N(P(C)(C)=O)S(C)(=O)=O)n2)cc1
r2_gen_90039,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc3N[SH](C)(C)=O)n2)cc1
r2_gen_287523,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)c(C)cc3[C@@]3(C)CN(C)C(C)=CS3(=O)=O)n2)cc1
r2_gen_202309,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(CN(C)[SH](C)(C)=O)ccc(C)c3F)n2)cc1
r2_gen_113267,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ccc(=O)c3)n2)cc1
r2_gen_133085,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)cc(N(C)S(C)(=O)=O)c3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_128575,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)c(C)oc3=O)n2)cc1
r2_gen_233787,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)c(F)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_277157,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)cnc3N(C)S(C)(C)C=O)n2)cc1
r2_gen_28770,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)cnc3N(C)S(=O)(=O)C(F)F)n2)cc1
r2_gen_6329,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)nc4ccccc34)n2)cc1
r2_gen_171084,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(C)=O)ncc3C(O)F)n2)cc1
r2_gen_49534,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C[SH](C)(C)=O)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_140168,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)C=S)ccc3C)n2)cc1
r2_gen_232545,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)F)ccc3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_37686,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)F)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_268867,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)F)ccc3N(C)S)n2)cc1
r2_gen_15922,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)F)c(C)cc3C)n2)cc1
r2_gen_75895,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)S)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_97573,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](C)(=O)S)cc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_36188,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](F)F)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_258410,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](F)F)ccc3N(C)S(=O)(=O)F)n2)cc1
r2_gen_231020,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](F)F)ccc3N(S(C)(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_102994,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](F)F)cc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_20805,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](F)F)c(C)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_174427,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH]=O)ccc3C)n2)cc1
r2_gen_256208,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH]=O)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_130411,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](=O)(F)CF)c(C)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_204858,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](=O)=O)cc4ccccc34)n2)cc1
r2_gen_30929,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](=O)=O)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_39251,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)[SH](=O)(S)C(F)F)ccc3C)n2)cc1
r2_gen_296672,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S)nc(C(C)=O)n3)n2)cc1
r2_gen_136622,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)F)cnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_83391,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(F)(F)F)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_191034,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)C(C)(C)C)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_238436,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)C(C)(C)C)cc(C)c3C)n2)cc1
r2_gen_32990,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)C(C)F)ccc3C)n2)cc1
r2_gen_139257,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)C(C)=O)c(C)cc3S(C)(=O)=O)n2)cc1
r2_gen_26555,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)C(F)F)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_151705,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)CNS(C)(=O)=O)ccc3C)n2)cc1
r2_gen_33447,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)CO)ccc3C)n2)cc1
r2_gen_231176,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)C(=O)F)ccc3C)n2)cc1
r2_gen_153583,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)CO)ncc3C)n2)cc1
r2_gen_80176,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)F)ccc3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_21259,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)F)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_95668,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(=O)(=O)F)cc(C)c3C)n2)cc1
